,similarity_treshold,social_influence,swingers,no_of_neighbors,echo_limit,opinions,Run,Silent_Spiral,community_no,echo_chamber,echo_count,echo_size,majority_percentage,radical_opinions,transitivity,network_type
1121,0.014130859400000001,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,1121,0.0,15,416,0.0730850316,"{'3': 403, '4': 13}",1.0,0.001,0.0404979545,2
1122,0.0297753906,0.09094726560000001,3.07421875,4.70703125,0.8420410156,4.7216796875,1122,0.34,8,83,0.014941494100000001,{'3': 83},0.433,0.014,0.0160427824,2
1123,0.0297753906,0.0187011719,3.00390625,4.70703125,0.8420410156,4.7216796875,1123,0.0,15,267,0.0483636364,"{'3': 258, '4': 8}",0.9460000000000001,0.0,0.0246148446,2
1124,0.0297753906,0.0187011719,3.07421875,2.27734375,0.8420410156,4.7216796875,1124,0.8200000000000001,21,49,0.0159817352,{'3': 49},0.987,0.002,0.031838871500000004,2
1125,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8127441406,4.7216796875,1125,0.12,15,312,0.0556447298,"{'3': 294, '4': 17, '5': 1}",0.9420000000000001,0.001,0.026283481,2
1126,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,2.7646484375,1126,0.48,15,227,0.0414839181,"{'3': 224, '4': 3}",0.9400000000000001,0.0,0.022182007700000003,2
1127,0.014130859400000001,0.09094726560000001,3.00390625,2.27734375,0.8127441406,2.7646484375,1127,0.5,20,43,0.0140706806,{'3': 43},0.6880000000000001,0.03,0.018301958400000002,2
1128,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,1128,0.32,19,14,0.0045558087,{'3': 14},0.377,0.0,0.0175691039,2
1129,0.0591308594,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,1129,0.4,19,28,0.0090997725,{'3': 28},0.454,0.0,0.0195649755,2
113,0.0478808594,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,113,0.1,13,63,0.0149750416,{'3': 63},0.536,0.0,0.0139802973,2
1130,0.0747753906,0.0459472656,1.07421875,2.70703125,0.9170410156000001,3.2216796875,1130,0.4,17,21,0.0068784802,{'3': 21},0.432,0.0,0.016292409600000002,2
1131,0.0747753906,0.0637011719,1.00390625,2.70703125,0.9170410156000001,3.2216796875,1131,0.22,16,20,0.0065125366,{'3': 20},0.505,0.001,0.0114339014,2
1132,0.0747753906,0.0637011719,1.07421875,4.27734375,0.9170410156000001,3.2216796875,1132,0.24,10,133,0.0241642442,"{'3': 132, '4': 1}",0.636,0.011,0.0170241038,2
1133,0.0747753906,0.0637011719,1.07421875,2.70703125,0.8877441406000001,3.2216796875,1133,0.24,17,20,0.0065359477,{'3': 20},0.40900000000000003,0.001,0.0143331803,2
1134,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,4.2646484375,1134,0.30000000000000004,20,17,0.0055755986,{'3': 17},0.359,0.002,0.0079809084,2
1135,0.0591308594,0.0459472656,1.00390625,4.27734375,0.8877441406000001,4.2646484375,1135,0.14,6,107,0.019391083700000002,{'3': 107},0.353,0.0,0.015998418900000002,2
1136,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,1136,0.4,5,224,0.0323139065,"{'3': 223, '4': 1}",0.536,0.0,0.0183458041,2
1137,0.0366308594,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,1137,0.62,4,357,0.0501341618,"{'3': 346, '4': 9}",0.584,0.0,0.023145741900000003,2
1138,0.0972753906,0.0234472656,4.07421875,5.70703125,0.8795410156000001,2.4716796875,1138,0.34,4,375,0.052025527200000005,"{'3': 360, '4': 15}",0.544,0.0,0.0253300498,2
1139,0.0972753906,0.0412011719,2.00390625,5.70703125,0.8795410156000001,2.4716796875,1139,0.22,10,456,0.06489801740000001,"{'3': 442, '4': 13}",0.715,0.0,0.0245589389,2
114,0.0410253906,0.0121972656,1.57421875,3.20703125,0.8232910156000001,4.3466796875,114,0.0,17,109,0.025829383900000003,"{'3': 107, '4': 2}",0.966,0.0,0.0213999507,2
1140,0.0972753906,0.0412011719,4.07421875,5.27734375,0.8795410156000001,2.4716796875,1140,0.52,3,355,0.0507505361,"{'3': 336, '4': 18, '5': 1}",0.539,0.0,0.0210856312,2
1141,0.0972753906,0.0412011719,4.07421875,5.70703125,0.9252441406,2.4716796875,1141,0.56,5,299,0.0429721184,"{'3': 295, '4': 4}",0.625,0.0,0.019857298500000002,2
1142,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,3.5146484375,1142,0.34,9,283,0.0405269941,"{'3': 271, '4': 12}",0.597,0.001,0.0176600158,2
1143,0.0366308594,0.0234472656,2.00390625,5.27734375,0.9252441406,3.5146484375,1143,0.0,13,898,0.1288563639,"{'3': 843, '4': 54, '5': 1}",0.991,0.0,0.0381725211,2
1144,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,1144,0.4,9,67,0.015274463,{'3': 64},0.433,0.0,0.0193229663,2
1145,0.0816308594,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,1145,0.44,9,88,0.0206475833,{'3': 88},0.393,0.019,0.0206815296,2
1146,0.0522753906,0.0684472656,2.07421875,3.70703125,0.8045410156,3.9716796875,1146,0.2,11,63,0.015028626000000002,"{'3': 62, '4': 1}",0.559,0.0,0.0150506062,2
1147,0.0522753906,0.0862011719,4.00390625,3.70703125,0.8045410156,3.9716796875,1147,0.42,10,69,0.016393442600000002,{'3': 69},0.404,0.0,0.0158186305,2
1148,0.0522753906,0.0862011719,2.07421875,3.27734375,0.8045410156,3.9716796875,1148,0.32,12,62,0.0146054181,{'3': 62},0.54,0.011,0.0141735954,2
1149,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8502441406,3.9716796875,1149,0.32,10,61,0.0145099905,{'3': 61},0.539,0.0,0.0145575817,2
115,0.0410253906,0.0524511719,2.50390625,3.20703125,0.8232910156000001,4.3466796875,115,0.2,12,81,0.0174693107,{'3': 74},0.485,0.001,0.0207788136,2
1150,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,2.0146484375,1150,0.44,11,104,0.024691358,"{'3': 100, '4': 4}",0.502,0.002,0.016616254900000002,2
1151,0.0816308594,0.0684472656,4.00390625,3.27734375,0.8502441406,2.0146484375,1151,0.52,12,82,0.0194635652,"{'3': 81, '4': 1}",0.53,0.005,0.0168197523,2
1152,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,1152,0.24,16,97,0.0210252776,{'3': 89},0.8310000000000001,0.003,0.0214382296,2
1153,0.0478808594,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,1153,0.38,11,56,0.0131982088,{'3': 56},0.504,0.0,0.015079514,2
1154,0.0410253906,0.0121972656,1.57421875,3.20703125,0.8232910156000001,4.3466796875,1154,0.0,16,95,0.022689276300000002,"{'3': 94, '4': 1}",0.918,0.004,0.0186310679,2
1155,0.0410253906,0.0524511719,2.50390625,3.20703125,0.8232910156000001,4.3466796875,1155,0.4,13,99,0.023141655,"{'3': 98, '4': 1}",0.63,0.0,0.020402526600000002,2
1156,0.0410253906,0.0524511719,1.57421875,4.77734375,0.8232910156000001,4.3466796875,1156,0.28,5,129,0.022550965200000002,{'3': 125},0.446,0.0,0.0169246547,2
1157,0.0410253906,0.0524511719,1.57421875,3.20703125,0.9439941406000001,4.3466796875,1157,0.22,10,40,0.0095192765,{'3': 40},0.459,0.001,0.0152054063,2
1158,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,2.3896484375,1158,0.36,12,89,0.0209757247,{'3': 89},0.62,0.0,0.0193312162,2
1159,0.0478808594,0.0121972656,2.50390625,4.77734375,0.9439941406000001,2.3896484375,1159,0.54,8,99,0.017918552,{'3': 99},0.532,0.002,0.022053157400000002,2
116,0.0410253906,0.0524511719,1.57421875,4.77734375,0.8232910156000001,4.3466796875,116,0.26,17,207,0.037056928,"{'3': 204, '4': 3}",0.881,0.028,0.0215034198,2
1160,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,1160,0.86,15,349,0.0628149748,"{'3': 338, '4': 11}",0.987,0.0,0.027542268,2
1161,0.014130859400000001,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,1161,0.0,17,533,0.0966104767,"{'3': 509, '4': 24}",1.0,0.0,0.035524350600000004,2
1162,0.0297753906,0.09094726560000001,3.07421875,4.70703125,0.8420410156,4.7216796875,1162,0.32,7,108,0.0192273456,"{'3': 107, '4': 1}",0.46,0.02,0.0146383433,2
1163,0.0297753906,0.0187011719,3.00390625,4.70703125,0.8420410156,4.7216796875,1163,0.0,16,324,0.057569296400000004,"{'3': 316, '4': 8}",0.987,0.002,0.030347250200000002,2
1164,0.0297753906,0.0187011719,3.07421875,2.27734375,0.8420410156,4.7216796875,1164,0.28,20,43,0.0141029846,{'3': 43},0.977,0.001,0.0186884289,2
1165,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8127441406,4.7216796875,1165,0.26,9,166,0.0293545535,"{'3': 165, '4': 1}",0.495,0.002,0.0235878466,2
1166,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,2.7646484375,1166,0.54,14,269,0.0476531709,"{'3': 260, '4': 6}",0.867,0.0,0.029148775300000002,2
1167,0.014130859400000001,0.09094726560000001,3.00390625,2.27734375,0.8127441406,2.7646484375,1167,0.4,22,31,0.010167268,{'3': 31},0.665,0.016,0.014340839000000001,2
1168,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,1168,0.26,17,18,0.0059035749,{'3': 18},0.383,0.0,0.0158787317,2
1169,0.0591308594,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,1169,0.34,21,36,0.011654257000000001,{'3': 36},0.538,0.002,0.023524655800000002,2
117,0.0410253906,0.0524511719,1.57421875,3.20703125,0.9439941406000001,4.3466796875,117,0.30000000000000004,10,37,0.008832657,{'3': 37},0.43,0.0,0.0143345977,2
1170,0.0747753906,0.0459472656,1.07421875,2.70703125,0.9170410156000001,3.2216796875,1170,0.44,19,23,0.0074361461,{'3': 23},0.41200000000000003,0.0,0.0227739048,2
1171,0.0747753906,0.0637011719,1.00390625,2.70703125,0.9170410156000001,3.2216796875,1171,0.34,18,29,0.0065487885000000004,{'3': 20},0.485,0.0,0.015519332,2
1172,0.0747753906,0.0637011719,1.07421875,4.27734375,0.9170410156000001,3.2216796875,1172,0.42,4,108,0.0196864747,{'3': 108},0.41100000000000003,0.0,0.0128655903,2
1173,0.0747753906,0.0637011719,1.07421875,2.70703125,0.8877441406000001,3.2216796875,1173,0.34,21,24,0.007845701200000001,{'3': 24},0.445,0.0,0.018424299,2
1174,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,4.2646484375,1174,0.28,20,24,0.0078226858,{'3': 24},0.334,0.0,0.0243788339,2
1175,0.0591308594,0.0459472656,1.00390625,4.27734375,0.8877441406000001,4.2646484375,1175,0.30000000000000004,13,142,0.025813488500000002,"{'3': 140, '4': 2}",0.601,0.0,0.0171539379,2
1176,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,1176,0.56,5,263,0.0328699681,"{'3': 222, '4': 5}",0.538,0.001,0.0192123318,2
1177,0.0366308594,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,1177,0.5,9,399,0.0571142285,"{'3': 378, '4': 20, '5': 1}",0.6960000000000001,0.001,0.0212476066,2
1178,0.0972753906,0.0234472656,4.07421875,5.70703125,0.8795410156000001,2.4716796875,1178,0.44,3,291,0.0417383821,"{'3': 284, '4': 7}",0.507,0.0,0.020973490900000002,2
1179,0.0972753906,0.0412011719,2.00390625,5.70703125,0.8795410156000001,2.4716796875,1179,0.44,5,290,0.0419863906,"{'3': 284, '4': 6}",0.544,0.0,0.0201775694,2
118,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,2.3896484375,118,0.54,14,87,0.0207488672,{'3': 87},0.809,0.001,0.018172186700000002,2
1180,0.0972753906,0.0412011719,4.07421875,5.27734375,0.8795410156000001,2.4716796875,1180,0.36,5,294,0.0425470333,"{'3': 284, '4': 10}",0.581,0.0,0.017266632100000002,2
1181,0.0972753906,0.0412011719,4.07421875,5.70703125,0.9252441406,2.4716796875,1181,0.30000000000000004,9,228,0.0327351041,"{'3': 224, '4': 4}",0.678,0.001,0.017825608,2
1182,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,3.5146484375,1182,0.26,3,204,0.026420454500000003,"{'3': 181, '4': 5}",0.4,0.0,0.015620923600000001,2
1183,0.0366308594,0.0234472656,2.00390625,5.27734375,0.9252441406,3.5146484375,1183,0.5,14,448,0.0627011896,"{'3': 435, '4': 13}",0.897,0.0,0.0286810582,2
1184,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,1184,0.30000000000000004,10,50,0.0118539592,{'3': 50},0.46,0.0,0.0135668772,2
1185,0.0816308594,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,1185,0.42,9,54,0.0128296507,{'3': 54},0.41500000000000004,0.0,0.0144429614,2
1186,0.0522753906,0.0684472656,2.07421875,3.70703125,0.8045410156,3.9716796875,1186,0.4,11,77,0.017196083100000002,{'3': 72},0.6000000000000001,0.0,0.0168890618,2
1187,0.0522753906,0.0862011719,4.00390625,3.70703125,0.8045410156,3.9716796875,1187,0.36,7,50,0.0116196348,{'3': 49},0.363,0.001,0.0162070174,2
1188,0.0522753906,0.0862011719,2.07421875,3.27734375,0.8045410156,3.9716796875,1188,0.18,17,89,0.020897649,{'3': 88},0.8170000000000001,0.002,0.0209541918,2
1189,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8502441406,3.9716796875,1189,0.36,8,82,0.019212746000000003,{'3': 82},0.387,0.025,0.0186318802,2
119,0.0478808594,0.0121972656,2.50390625,4.77734375,0.9439941406000001,2.3896484375,119,0.44,14,170,0.0304223336,"{'3': 165, '4': 5}",0.9390000000000001,0.003,0.0274797788,2
1190,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,2.0146484375,1190,0.5,12,79,0.0183788878,{'3': 78},0.554,0.005,0.0157922703,2
1191,0.0816308594,0.0684472656,4.00390625,3.27734375,0.8502441406,2.0146484375,1191,0.34,12,77,0.0181990073,{'3': 77},0.546,0.0,0.020553760900000002,2
1192,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,1192,0.26,11,57,0.0132325142,{'3': 56},0.426,0.0,0.013642444200000001,2
1193,0.0478808594,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,1193,0.22,10,81,0.0190703218,{'3': 80},0.515,0.0,0.018494411500000002,2
1194,0.0410253906,0.0121972656,1.57421875,3.20703125,0.8232910156000001,4.3466796875,1194,0.84,16,171,0.0410465675,"{'3': 167, '4': 4}",0.991,0.001,0.019814695400000002,2
1195,0.0410253906,0.0524511719,2.50390625,3.20703125,0.8232910156000001,4.3466796875,1195,0.18,17,54,0.0128909048,{'3': 54},0.712,0.006,0.015514901000000001,2
1196,0.0410253906,0.0524511719,1.57421875,4.77734375,0.8232910156000001,4.3466796875,1196,0.04,14,209,0.0363967243,"{'3': 198, '4': 2}",0.786,0.017,0.0240267555,2
1197,0.0410253906,0.0524511719,1.57421875,3.20703125,0.9439941406000001,4.3466796875,1197,0.18,19,209,0.0493506494,"{'3': 204, '4': 5}",0.979,0.001,0.0295214768,2
1198,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,2.3896484375,1198,0.34,15,110,0.0228136882,{'3': 96},0.838,0.001,0.0192977823,2
1199,0.0478808594,0.0121972656,2.50390625,4.77734375,0.9439941406000001,2.3896484375,1199,0.46,14,187,0.0337728012,"{'3': 183, '4': 4}",0.916,0.001,0.0280278917,2
12,0.0747753906,0.0637011719,1.07421875,4.27734375,0.9170410156000001,3.2216796875,12,0.32,4,104,0.0185482433,{'3': 104},0.39,0.0,0.014727059300000001,2
120,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,120,0.0,16,515,0.0936533915,"{'3': 484, '4': 28, '5': 3}",1.0,0.002,0.033249437800000003,2
121,0.014130859400000001,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,121,1.0,17,596,0.10681003580000001,"{'3': 559, '4': 37}",1.0,0.0,0.0366131103,2
122,0.0297753906,0.09094726560000001,3.07421875,4.70703125,0.8420410156,4.7216796875,122,0.34,14,138,0.0252608457,{'3': 138},0.657,0.017,0.015711546,2
123,0.0297753906,0.0187011719,3.00390625,4.70703125,0.8420410156,4.7216796875,123,0.0,16,412,0.0749636099,"{'3': 398, '4': 14}",0.993,0.001,0.030134963600000002,2
124,0.0297753906,0.0187011719,3.07421875,2.27734375,0.8420410156,4.7216796875,124,0.32,18,25,0.0081566069,{'3': 25},0.734,0.006,0.020613607000000003,2
125,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8127441406,4.7216796875,125,0.0,15,385,0.0701147332,"{'3': 370, '4': 14, '5': 1}",0.997,0.001,0.0276727891,2
126,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,2.7646484375,126,0.38,13,233,0.042248413400000004,"{'3': 229, '4': 4}",0.851,0.0,0.0245087929,2
127,0.014130859400000001,0.09094726560000001,3.00390625,2.27734375,0.8127441406,2.7646484375,127,0.54,18,51,0.0165853659,{'3': 51},0.8230000000000001,0.067,0.022001125,2
128,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,128,0.30000000000000004,19,18,0.0058536585,{'3': 18},0.371,0.0,0.0161694382,2
129,0.0591308594,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,129,0.2,17,19,0.0062030689,{'3': 19},0.445,0.001,0.0181824026,2
13,0.0747753906,0.0637011719,1.07421875,2.70703125,0.8877441406000001,3.2216796875,13,0.4,20,33,0.0107491857,{'3': 33},0.441,0.001,0.0212856627,2
130,0.0747753906,0.0459472656,1.07421875,2.70703125,0.9170410156000001,3.2216796875,130,0.46,18,52,0.0168831169,{'3': 52},0.578,0.001,0.0314955486,2
131,0.0747753906,0.0637011719,1.00390625,2.70703125,0.9170410156000001,3.2216796875,131,0.2,21,29,0.009455494,{'3': 29},0.525,0.001,0.016173116,2
132,0.0747753906,0.0637011719,1.07421875,4.27734375,0.9170410156000001,3.2216796875,132,0.38,7,143,0.0257147995,"{'3': 142, '4': 1}",0.488,0.0,0.0176824039,2
133,0.0747753906,0.0637011719,1.07421875,2.70703125,0.8877441406000001,3.2216796875,133,0.22,18,18,0.005915215200000001,{'3': 18},0.584,0.024,0.012255706000000002,2
134,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,4.2646484375,134,0.2,19,20,0.006504065000000001,{'3': 20},0.33,0.0,0.0159794428,2
135,0.0591308594,0.0459472656,1.00390625,4.27734375,0.8877441406000001,4.2646484375,135,0.32,5,96,0.0175985335,{'3': 96},0.307,0.001,0.0138229736,2
136,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,136,0.2,6,355,0.0503831961,"{'3': 328, '4': 25, '5': 2}",0.617,0.0,0.0190703257,2
137,0.0366308594,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,137,0.8200000000000001,11,428,0.0617872095,"{'3': 407, '4': 21}",0.789,0.0,0.0227590222,2
138,0.0972753906,0.0234472656,4.07421875,5.70703125,0.8795410156000001,2.4716796875,138,0.54,3,354,0.0494206338,"{'3': 340, '4': 14}",0.547,0.001,0.0215289582,2
139,0.0972753906,0.0412011719,2.00390625,5.70703125,0.8795410156000001,2.4716796875,139,0.72,7,326,0.0462592804,"{'3': 314, '4': 10}",0.583,0.0,0.0207630902,2
14,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,4.2646484375,14,0.30000000000000004,21,26,0.0085106383,{'3': 26},0.366,0.001,0.0212646158,2
140,0.0972753906,0.0412011719,4.07421875,5.27734375,0.8795410156000001,2.4716796875,140,0.74,7,473,0.0667232118,"{'3': 449, '4': 23}",0.656,0.001,0.024770900300000002,2
141,0.0972753906,0.0412011719,4.07421875,5.70703125,0.9252441406,2.4716796875,141,0.46,5,322,0.0451866405,"{'3': 314, '4': 8}",0.561,0.0,0.0205839246,2
142,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,3.5146484375,142,0.44,6,248,0.0351523742,"{'3': 246, '4': 2}",0.509,0.0,0.0176592679,2
143,0.0366308594,0.0234472656,2.00390625,5.27734375,0.9252441406,3.5146484375,143,0.32,16,353,0.0504141674,"{'3': 350, '4': 3}",0.9520000000000001,0.003,0.0262007182,2
144,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,144,0.52,12,62,0.014800668400000001,{'3': 62},0.605,0.0,0.018129826800000002,2
145,0.0816308594,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,145,0.28,10,48,0.0113851992,{'3': 48},0.353,0.001,0.0118510786,2
146,0.0522753906,0.0684472656,2.07421875,3.70703125,0.8045410156,3.9716796875,146,0.38,10,72,0.0169292264,{'3': 72},0.497,0.0,0.0197902074,2
147,0.0522753906,0.0862011719,4.00390625,3.70703125,0.8045410156,3.9716796875,147,0.12,12,86,0.0202400565,{'3': 86},0.602,0.008,0.0198307086,2
148,0.0522753906,0.0862011719,2.07421875,3.27734375,0.8045410156,3.9716796875,148,0.32,11,54,0.0127268442,{'3': 54},0.466,0.004,0.0143919441,2
149,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8502441406,3.9716796875,149,0.30000000000000004,11,83,0.0197477992,"{'3': 82, '4': 1}",0.5,0.018000000000000002,0.017744427400000002,2
15,0.0591308594,0.0459472656,1.00390625,4.27734375,0.8877441406000001,4.2646484375,15,0.36,9,130,0.02355304,"{'3': 128, '4': 1}",0.579,0.0,0.0175279654,2
150,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,2.0146484375,150,0.30000000000000004,11,93,0.0218258625,"{'3': 92, '4': 1}",0.544,0.018000000000000002,0.020006797,2
151,0.0816308594,0.0684472656,4.00390625,3.27734375,0.8502441406,2.0146484375,151,0.6000000000000001,12,89,0.021105051,"{'3': 86, '4': 3}",0.7020000000000001,0.001,0.016693777700000002,2
152,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,152,0.26,12,76,0.0180308422,{'3': 76},0.432,0.002,0.0182421568,2
153,0.0478808594,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,153,0.30000000000000004,9,74,0.017552182200000002,{'3': 74},0.46,0.001,0.0189774454,2
154,0.0410253906,0.0121972656,1.57421875,3.20703125,0.8232910156000001,4.3466796875,154,0.0,16,155,0.0366603595,"{'3': 153, '4': 2}",0.976,0.001,0.0227490287,2
155,0.0410253906,0.0524511719,2.50390625,3.20703125,0.8232910156000001,4.3466796875,155,0.32,13,107,0.0254338008,"{'3': 102, '4': 5}",0.729,0.001,0.0220806753,2
156,0.0410253906,0.0524511719,1.57421875,4.77734375,0.8232910156000001,4.3466796875,156,0.0,10,203,0.0364884393,"{'3': 201, '4': 1}",0.745,0.0,0.0190080753,2
157,0.0410253906,0.0524511719,1.57421875,3.20703125,0.9439941406000001,4.3466796875,157,0.38,12,47,0.011111111100000001,"{'3': 46, '4': 1}",0.543,0.0,0.017569865900000002,2
158,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,2.3896484375,158,0.44,10,85,0.0201278712,"{'3': 83, '4': 2}",0.508,0.0,0.016849605400000002,2
159,0.0478808594,0.0121972656,2.50390625,4.77734375,0.9439941406000001,2.3896484375,159,0.62,17,115,0.0212962963,{'3': 115},0.932,0.001,0.021168683900000002,2
16,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,16,0.48,5,412,0.0574471066,"{'3': 376, '4': 31, '5': 3}",0.557,0.001,0.0221425713,2
160,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,160,0.0,14,639,0.1136201991,"{'3': 569, '4': 63, '5': 7}",1.0,0.0,0.0353557488,2
161,0.014130859400000001,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,161,0.0,13,572,0.1029517639,"{'3': 553, '4': 19}",1.0,0.0,0.034865583000000006,2
162,0.0297753906,0.09094726560000001,3.07421875,4.70703125,0.8420410156,4.7216796875,162,0.52,7,107,0.0192797381,{'3': 106},0.391,0.005,0.0156874342,2
163,0.0297753906,0.0187011719,3.00390625,4.70703125,0.8420410156,4.7216796875,163,0.0,17,416,0.0748201439,"{'3': 408, '4': 8}",1.0,0.0,0.0338690903,2
164,0.0297753906,0.0187011719,3.07421875,2.27734375,0.8420410156,4.7216796875,164,0.88,20,48,0.0157325467,{'3': 48},0.99,0.0,0.0197796779,2
165,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8127441406,4.7216796875,165,0.32,16,260,0.044991965700000004,"{'3': 245, '4': 7}",0.9480000000000001,0.0,0.0246868714,2
166,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,2.7646484375,166,0.54,13,194,0.035154827,"{'3': 191, '4': 2}",0.888,0.001,0.0201827997,2
167,0.014130859400000001,0.09094726560000001,3.00390625,2.27734375,0.8127441406,2.7646484375,167,0.56,19,52,0.0170101407,{'3': 52},0.896,0.341,0.0241832319,2
168,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,168,0.22,16,23,0.0075138844,{'3': 23},0.508,0.001,0.019134286900000002,2
169,0.0591308594,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,169,0.30000000000000004,19,30,0.0097307817,{'3': 30},0.395,0.0,0.0220920329,2
17,0.0366308594,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,17,0.30000000000000004,4,422,0.0599431818,"{'3': 401, '4': 21}",0.526,0.0,0.022705952,2
